Product ID,Height (cm),Width (cm),Depth (cm),Avg Daily Demand,Product Category,Score,Cluster,PCA1,PCA2
P20106,35.43600154594432,22.622569382744683,33.657884701646566,49.12350782438044,Electronics,6.6973766123574086,0,0.37813853540351683,-1.5985233924401292
P41070,28.556395880760576,24.461528485801,44.91277935457518,16.094638115459496,Electronics,86.75132427015872,3,-1.469893884521361,0.17267686845746272
P29033,28.38714288333991,16.13805182254374,18.433577771733315,17.235752197138005,Food,39.1819373222931,2,-0.7090459319212085,0.42495723620179093
P47714,23.283766320619485,24.27703268897948,26.857255941929058,6.472163266663273,Clothing,36.53945386230897,2,-1.0702777516342021,0.04715204720991357
P14692,9.607678222398995,23.973593785892174,37.11603180582473,15.737615534958437,Food,54.27973794564518,2,-2.2846809160115202,-0.38756531695115737
P66892,32.598827942484235,11.500851774824962,28.8903665557074,69.11974049069218,Clothing,95.70848174442187,1,-0.40729619532194467,0.5659697958172951
P27991,41.894704889246405,21.525084730120195,24.496715963300083,112.54138763693048,Electronics,89.87405450859782,1,1.813102332370061,0.3938302479507818
P55994,35.43298029036388,28.18967636885585,16.27230652328793,31.88423206289136,Toys,47.03300883047672,3,0.7686896365290607,0.8452699820053892
P74441,27.182153911394927,26.79281688594515,29.32817283474006,2.4068707403666494,Toys,69.58232310238185,3,-1.0246642440115377,0.8892957982759879
P82361,21.841897150345616,17.0654047054825,30.47421572516472,1.059946687487802,Electronics,58.04292523434123,2,-1.9418431139190522,0.32233953124230974
P29514,35.70890510693167,28.856645354295782,35.65144300200935,31.749477059619878,Clothing,69.34615790631675,3,-0.007557970281214197,0.23896854315549806
P95243,17.031680520441533,18.475975152017508,24.66783703730228,3.6669845525526696,Furniture,82.9327460062097,1,-2.059143267083399,1.275499661686485
P84933,34.86501643826202,8.7584812255714,15.30988785276088,85.90732846284057,Food,3.4493828868593868,0,0.92677690637746,-1.2360817053957178
P11540,28.85460154747382,20.068786975014774,45.44304770880517,70.12733744830625,Electronics,32.575985392789754,2,-0.375878859012768,-2.027775686559048
P72074,41.17295831588128,31.897969242687417,19.497532773502343,91.9845928091703,Toys,95.93291082338672,1,2.118769028020171,1.2826145099289223
P77759,29.598420493556567,25.466631942488554,43.13747599414576,40.19980257472868,Food,94.9336308524924,3,-0.8625906419296043,0.2193770941750717
P85981,33.46488475897993,16.06478041995036,25.6505106884586,63.76982005022873,Electronics,1.1220889977462511,0,0.47152942373599077,-1.5569898626612273
P71987,16.198985417851084,23.741545374123465,13.513260251154977,86.89971105316049,Food,20.144012992236625,0,0.5542001997052178,-0.6484121485568517
P88033,43.80091354147452,36.7075421829594,28.539763450047914,89.84170666960902,Food,99.37700423443628,3,2.1821028002211516,0.9415367653132751
P91251,36.77925871339269,2.0941501334002237,26.414151270918467,22.11005803301592,Furniture,49.28250758994859,2,-1.2241199495425776,-0.009653795639982577
P73955,37.21672064043235,18.479687719988043,14.924084844551482,56.55977920271893,Furniture,57.28660039668526,0,0.7871084989308704,0.7473932157017877
P11982,45.86016816145352,20.068786975014774,5.628548098517378,0.7201488281935582,Electronics,16.642018552245254,0,0.9464717500420821,1.0810159157301122
P82065,25.538165667852205,22.430548764839006,28.201020537069063,44.90442926966808,Electronics,89.43356087585296,1,-0.6427819385373728,0.8549021213328573
P91013,15.846292579495858,18.53682847116128,24.66783703730228,43.52118438949303,Food,23.12642996491129,2,-1.025397198460914,-0.8035164018311505
P36692,28.036501509150217,19.49180340307716,21.5137423190247,96.2097193945966,Clothing,18.964763001953656,0,0.9832279893924204,-1.2426969085491397
P17411,20.316555451363648,24.899750352108818,24.431892881998767,44.95222596537376,Toys,22.812240332032815,2,-0.3240473641329288,-0.6673094025834085
P08797,26.37161439560341,33.3959394667803,26.64250927539292,56.30909120665986,Food,91.96217026410088,1,0.3090142744509039,1.0589182188870472
P02770,27.24948302848356,24.74845377824689,24.17740398241797,95.86243551622724,Toys,70.28467071768492,1,0.8386716062892522,0.015170996361384928
P18583,41.48765700372103,12.596602991523302,16.44180343281491,31.26468634734268,Toys,76.85963944902751,3,0.07433025234495497,1.433201388206154
P35638,31.70865438127942,14.805015693428592,19.40168675001057,138.06973706983337,Electronics,37.70363581842528,0,1.7264056935756416,-1.1881386050970695
P19795,12.974163957621595,27.140778706394475,26.305573713634438,42.29164624634655,Toys,90.91770149305614,1,-1.1874370174535962,0.9929086485899072
P88961,20.960923585352106,23.637927297129075,7.040213975934353,47.60274642012351,Furniture,78.94079523393897,1,0.004789352576816661,1.8353514801392292
P01414,43.99355436586002,24.56490397775625,17.228557555315593,71.09427626660012,Food,75.05973625073213,3,1.6801539101303582,1.052167976486401
P54326,17.62184501173151,26.08044770951682,32.88810080952642,51.29419623119067,Food,97.09402836729517,1,-1.0438662333422901,0.6614744451811826
P22255,32.24684725751886,6.760900510173631,24.69467296664882,97.71210705720917,Electronics,36.61968307933486,0,0.33469212224414385,-1.1599036459395777
P02202,16.528737104703033,3.3270964840112924,16.89395755738768,2.8654294664635103,Electronics,61.09736467958812,2,-2.5790856774544535,0.9488882039202189
P51024,46.283966231285376,26.83180781241779,24.66783703730228,52.968013610866514,Electronics,90.99296989772162,3,1.25335003772148,1.2950380751306136
P55072,10.245334336461289,33.63284413004393,34.32672602865232,0.2340838135973584,Clothing,79.08889431859525,1,-2.0214209093307174,0.7927489750698574
P89057,20.813480535158018,19.427205985135465,20.245326580033183,51.29419623119067,Furniture,56.3378958225615,1,-0.527325819193815,0.30688710733208147
P08578,29.652882302947567,22.39002326692549,23.251577812193325,84.38082725040245,Food,7.621368478019885,0,1.0326706595371022,-1.4350077862172352
P17412,19.5308901731806,19.635902037590064,29.385747133404955,47.89338915447151,Food,65.27234395556732,1,-1.0476486645532763,0.005440300827965859
P43915,22.27174785462428,22.65584264455212,10.090391130900036,121.65115978611315,Furniture,52.65555568678521,0,1.4963999482880097,0.020105098502153442
P85642,29.8148686400761,31.13972240051463,25.70719326747235,76.1223993376521,Clothing,18.41804614846264,0,1.2411882233515867,-1.0584454323440582
P48227,32.54420843301213,17.570191769786682,47.60400896425981,41.86055065795108,Food,88.22531233425974,3,-1.217963652256415,-0.352108795940524
P06891,19.78767182869287,18.948219234626656,36.24554410635543,48.28876499441175,Food,34.32485948987433,2,-1.1342425713219115,-1.2442140227497633
P30456,17.63049289121918,18.50284587996361,18.63136694660177,8.217935834990108,Toys,38.74798935172969,2,-1.458516956495322,0.4441014222413701
P12076,26.835915503051982,7.611053609090026,15.282373108517364,24.917249893411206,Furniture,67.24015487964105,1,-1.2048546086002272,1.1048435147426916
P78355,25.54497478599228,19.955231849367628,18.968963195911904,55.9518055153246,Food,48.87987420412409,1,-0.006470286745033181,0.18886681576456277
P29400,30.79552260725846,20.191224346279643,-0.691639966139519,58.96393340965285,Clothing,38.74416173552348,0,1.1819008273325051,1.16551935928255
P05309,30.79552260725846,26.54311726420023,22.95271366041933,52.04216807745863,Electronics,9.446611793823312,0,0.7281168354055776,-0.8816772510796196
P47706,38.6960592010566,13.042695349802443,43.44830886207333,57.44975427547647,Electronics,19.07504031233812,2,-0.22859771220137123,-2.109958544096914
P35407,33.07406697809101,26.95323673997517,8.9695742698093,20.99894327892021,Clothing,0.7174438350453838,0,0.8628635617549478,0.1815198223161743
P52994,35.578103063518626,17.430057871056707,28.4509152826328,24.74535104395543,Food,18.131308148466218,2,-0.2585608826395909,-0.7497817543738307
P88811,22.031047445295236,28.96824533859577,27.8181892601184,82.13241501208415,Furniture,33.04473539983609,0,0.5574163009849792,-0.9970152469641992
P41237,35.524899544171475,9.50224645254875,10.909167715549634,27.644966890479484,Clothing,53.82184337322946,1,-0.2348106474353887,1.1100106491304456
P09603,29.295012219409088,19.60882253220716,35.98254606775946,16.55533437942757,Furniture,91.92772111827324,3,-1.3997093552320978,0.7870281216370495
P89068,36.79597748934676,34.70546941436098,24.648824325602103,50.58032212435263,Food,54.032686724205526,3,1.2515596700113931,0.38998205085601095
P17016,5.761206733710434,31.626085306568275,38.02575129452626,49.40616966437876,Furniture,70.56035413643416,1,-1.5741266151064943,-0.3594174282031597
P92196,17.196956013291057,33.99667123364337,28.41237806853512,31.94166674194469,Toys,35.767709130577416,2,-0.4705359499317203,-0.29680077077333383
P85912,27.19324923133226,4.298994466619368,29.423550825221053,50.60319400607296,Toys,75.16307935672674,1,-1.438194068423464,0.05843901987054767
P92283,25.53485047932979,24.6935504118022,21.312820666334524,47.5185492831052,Furniture,62.04687460514774,1,-0.05480327262133645,0.5702600057426294
P92557,13.075353702851809,23.507805910477817,30.36797023823577,63.08017325667739,Clothing,45.97940132748612,2,-0.8817952295967609,-0.7553820126294732
P99536,30.052436997181832,29.38499710069313,26.759335583979617,19.17789345421967,Electronics,19.37687948912258,2,0.017870608412646767,-0.4052712154478745
P99063,33.08833012598964,29.647956132374528,20.545310676687343,54.09792186766257,Furniture,30.35409079972989,0,1.0660950508193938,-0.13773221309160322
P01748,34.369381697463496,31.815475408946195,42.53508380310832,5.194706652405699,Clothing,62.09460873757551,3,-0.6421779241363138,-0.00933653064680491
P44974,30.79552260725846,20.068786975014774,33.81000602701101,1.057066900550069,Clothing,42.6056324364573,2,-1.2102092204531103,-0.1496626172663755
P76964,34.04981710960956,28.00836874053713,8.278886937415415,52.93439879279922,Food,88.93865567490519,1,1.1207817714329547,2.155741842954316
P57938,28.482149049644168,17.526327383601092,22.028919154301946,71.92876929128649,Furniture,23.48402715355853,0,0.3877277641508773,-0.8769019291449741
P55597,31.968612358691235,-2.9780977062531946,23.14049848273558,72.98728925121529,Furniture,7.307265225327231,2,-0.49877453893176216,-1.6773262087198266
P44186,27.969546139570078,19.925597430891084,38.19886773350743,49.33895407987189,Clothing,58.934857650548444,2,-0.7302454455933043,-0.6363856861224704
P15156,29.74973041254856,19.065872673638022,25.399229177640464,83.09652716160974,Clothing,88.60508401900759,1,0.27937581600820044,0.5135878343706191
P35409,1.0374462180631063,24.95769156772909,17.99046661461609,46.89239439782658,Toys,36.473902943978864,2,-1.3985137863584118,-0.12861344122993093
P18358,21.91506397106812,23.430532002644583,23.327388230265274,44.3521599474108,Furniture,64.77113348681651,1,-0.5160106860851229,0.49915082928390625
P33172,33.95803533437409,4.96060491888764,26.631260463418453,62.19866102668022,Clothing,23.141262217714864,2,-0.33188245233456726,-1.1959122336595156
P75154,23.98632356048786,19.685541698978952,36.55686214553305,59.94943001377288,Toys,55.84719216726883,2,-0.7256135534661257,-0.7933779070381187
P88675,38.70067730688754,18.388067728419852,39.02910266047205,81.1581820762645,Electronics,78.67921008626531,3,0.3553964787047541,-0.4893034483870233
P34603,26.513478655921407,22.976843780854903,30.702949222966527,107.00805272932894,Toys,86.70315987766838,1,0.5707635736567971,-0.13797038721571295
P35158,34.90974951638251,6.884126699796527,21.934611637811248,87.33695481065767,Clothing,10.511912985239668,0,0.5678193407731642,-1.5111250325367023
P26752,32.81191423969376,24.656212536677813,23.55431992427055,51.38019160209023,Furniture,35.637451629324545,0,0.5668445076231743,-0.23550686574629767
P87321,36.33919022318011,7.069515132507297,26.705318390989724,78.73518893324803,Food,63.96444419358702,1,0.028090837610747044,-0.28338598978746854
P18347,30.79552260725846,13.631793145572088,16.490438080515418,8.481152659672695,Clothing,3.472286809365221,2,-0.5886018159968346,-0.29364245747014867
P07348,51.89802933217672,6.532494462232398,29.553689981102785,29.558592947912786,Clothing,69.0615200150827,3,-0.05479357030655037,0.4433427821925261
P98120,28.230527725059503,18.75281457650666,24.66783703730228,12.73260399352312,Food,52.80338828038271,2,-0.9583444955584554,0.4909573740018196
P31278,15.816342670669684,19.018328531234207,28.78629667916631,26.086593013250575,Clothing,28.85662792200264,2,-1.5164353645505233,-0.682060176489699
P29552,27.63181393259991,21.52399743823253,20.279966773636133,85.52769935588519,Food,81.46544505940506,1,0.5555936939634607,0.6325655375806412
P20972,20.778346758223748,12.783587565139918,18.528014936957327,65.05055135506365,Food,29.00507122957752,2,-0.43171602601071885,-0.5824230859856109
P48017,40.225704320096405,23.705650336792985,21.1050350477045,35.37099737135112,Toys,99.14150462038036,3,0.4174016246659964,1.840241864674649
P77816,38.657551941701215,29.29502642086553,34.528556768954914,62.44318672366373,Electronics,81.63701891133404,3,0.7718218631321492,0.2795691642148192
P01014,31.50418905143577,24.79035511649528,39.66677918001519,34.670324894128186,Toys,70.79805013830877,3,-0.6182001317226284,-0.11783025566729356
P59475,32.504928503458764,24.63706538570861,32.577853259069144,42.54152438699968,Clothing,6.134755796264601,2,0.2178110400666544,-1.4602424355402759
P94091,34.137990974514985,31.85330721970079,35.6066142081858,31.8848510752044,Toys,90.43103719872737,3,-0.053975839055223726,0.8239139688937892
P74769,24.194765501952773,29.7846645367626,19.77985300611684,91.04238051465803,Toys,79.0055305737551,1,0.9462946019898858,0.6277660447262621
P71926,30.48860070325704,21.99446876513383,25.99481785726546,39.70382219470887,Electronics,22.902507929180228,2,0.019729909936349193,-0.6393624166922799
P96297,40.47098302612154,20.43947288799879,18.80003011682135,78.57385911608509,Food,39.224818132688895,0,1.5009900571662915,-0.1796545713906346
P78211,26.72337853402232,20.068786975014774,28.776489748217063,15.147142142813422,Clothing,26.863155161914285,2,-0.9351708229936627,-0.46776353952312383
P23112,34.979982912454496,18.28063175769012,14.242356127606795,90.8034770054094,Toys,98.44160341810664,1,1.0745313210020508,1.4078729020259642
P31646,26.62914028881961,17.601294429800955,19.189851351681444,37.39916818117513,Food,85.41964448055595,1,-0.6453663220008653,1.3384616794158755
P96903,30.210038416327592,12.8704621966777,28.748014342913077,42.56742745280872,Electronics,93.02253026951026,1,-0.9746222184904992,0.8377920603922874
P62766,32.08382807947552,19.889298031246103,9.797352658294646,37.66925190490481,Food,78.87742363754299,1,0.2299259865679735,1.8402679925500862
P04534,37.74634053429337,30.51931562867238,37.927018651353805,71.65710456314424,Food,45.63482410702476,3,1.042967244259787,-0.979518645683024
P74114,42.13097699979184,16.07077002286316,6.803812240342474,59.24029706652023,Furniture,20.543424981468505,0,1.5277782552353727,0.26847841874579736
P58428,20.22444755201449,3.969101084745972,28.819545440749117,111.26533731604192,Food,20.80801569097338,2,-0.41792827831612,-2.1682769226287917
P66653,27.80328112162488,21.604553577847543,35.80478492626485,56.284102509433175,Clothing,15.1682848366677,2,-0.17269672072234998,-1.6947864559359396
P93000,9.74857413342393,11.570540646829167,34.06699575875679,51.29419623119067,Electronics,54.6649550303397,2,-2.2034606934115373,-0.8353102930177256
P10893,35.7707212718054,20.001656519345577,31.18359216273025,12.234590530489342,Furniture,91.99665228636424,3,-0.8596476982345029,1.2139388728739182
P85460,23.744372984904707,7.312133502096334,18.35748624704748,20.817064497199976,Toys,99.17980700457665,1,-1.799264008785128,1.7647127248270398
P46598,17.54261221288012,9.232162558026012,19.44122490759673,65.80693770997381,Toys,28.72998000367648,2,-0.8678577299051361,-0.7459991853775204
P06246,16.10427533236404,24.77782574602708,22.58218822021232,50.22088044270701,Toys,69.73145402967293,1,-0.709471192155603,0.5638201549260458
P32036,18.966333938261265,16.351033380206495,38.58217912064096,2.4166500089576672,Clothing,59.70980156103778,2,-2.4501817436912785,-0.19614505074449862
P62040,50.06092888159123,20.6198441481509,40.0963937902494,55.144079527711725,Food,48.89361168763111,3,0.8658496789834811,-0.8549610411145484
P13828,36.09138120907177,14.027373227678089,20.286418275057205,45.072740449039046,Toys,66.57686438120413,1,-0.013497232170445963,0.7189250313549215
P42731,29.178488216074317,25.45641652570096,19.77416527701444,79.28122158067839,Electronics,37.1363018980069,0,1.0381132422669723,-0.3376696117843864
P17611,21.60782476777361,27.308677009865995,24.66783703730228,19.831958729316028,Toys,94.44847750934495,1,-1.0010364571617683,1.5612051858889162
P59395,26.73976467832159,19.17422597654003,35.751329984623574,9.76805860095294,Clothing,70.5448867706337,2,-1.5926168363031714,0.29485247820729993
P41929,25.655037725676845,35.96533991827172,16.964912360573045,42.28099998146631,Clothing,75.42010919924448,1,0.5871026961081004,1.439374251725053
P88127,26.786141583470062,20.868477646212185,23.659276212094326,27.23704226193875,Furniture,24.24220950060739,2,-0.4519386254751346,-0.357288783484806
P29355,25.06243416838688,11.104263793806693,26.018264113477205,8.720157674019696,Toys,16.858200349761944,2,-1.5305008707585197,-0.63795290152388
P79904,18.16741487334225,10.163603244380663,29.198907803051146,82.89641354690761,Furniture,39.4340793094323,2,-0.8596207228618408,-1.2673916786688517
P80376,26.1468640313824,14.460632161009151,29.986519940043166,45.30111439588002,Clothing,76.66724853361539,1,-1.0487421521668485,0.28274402285423106
P66702,27.083062502067232,11.04306053368791,25.30996910535257,33.47054589385252,Toys,93.87959097528577,1,-1.3415928366094276,1.1277853236437116
P75259,23.48581996385552,20.68714405034664,20.672495894392185,65.13745443432171,Toys,42.73298259740079,0,0.05019002157445819,-0.2030388479070032
P94210,45.00759790634311,22.24509123592109,21.50487755528957,9.554688637175296,Clothing,77.41567924971659,3,0.26208393417419723,1.5982022399104607
P82226,30.030460201534144,7.866859604633671,26.727079622857325,14.103262141499409,Clothing,47.04076194668095,2,-1.4862932303279157,0.03782415760363954
P11096,26.066611876726395,21.414566977115182,23.82945735801742,38.080302423459145,Furniture,29.52282495554638,2,-0.29589489514688233,-0.3652281516849748
P86871,30.760053914124114,13.56547392272006,22.41885187835557,65.49933337807902,Furniture,73.92651507258476,1,-0.11873181280728985,0.45896084417745675
P15644,28.912398515431423,26.347909764417704,8.854967519188989,29.38957700901508,Electronics,79.82021339813272,1,0.26524199351788635,2.0999299208506175
P72109,47.02214944635238,26.21925882211609,20.521847515217075,50.76155833916816,Toys,20.284079408068024,0,1.779872181045706,-0.27130278566479027
P01522,14.493365689338674,23.8778625383558,24.19689261200696,3.651879599697239,Toys,30.516950204533067,2,-1.5957886381088255,-0.004974173001869859
P47012,18.96791634278317,21.71770546536421,17.40108366535236,54.99967452079533,Food,49.47768434736622,1,-0.3024913867747329,0.2756527623692485
P69224,38.89630795623437,15.061974507624615,23.886439483526477,43.38385312530388,Food,18.65218297668767,0,0.3431797221559634,-0.6921783266282584
P41567,15.356251197901798,27.347635551539312,23.006380633430886,39.389427212989816,Clothing,92.88342987537924,1,-0.9658891350118094,1.3136924566171324
P35191,10.403298761202244,15.73839328270471,26.53417393896914,40.899497975685975,Toys,59.133391256074844,2,-1.8707896057162183,-0.044865618826360906
P05950,42.62584103427182,39.29341340462737,25.011931198609663,38.180399562706384,Furniture,12.120327737169267,0,1.8907724296904997,-0.4392998216738653
P34913,32.68592278863257,20.068786975014774,7.453944540210696,6.2032391186385,Toys,18.40298646824621,0,0.10746480842163163,0.8105471041526425
P08564,31.50393786476208,22.24128927055685,19.92447260747581,35.774654746881055,Toys,95.43553453248444,1,-0.17037421320131552,1.6995005667976673
P05486,38.33528961608925,32.58415780171885,26.896016186828,13.006960849554346,Clothing,73.81685856966183,3,0.3134856949798061,1.2238916913027091
P85375,41.72729019259364,20.027004052777286,29.037721880630745,51.29419623119067,Toys,73.44050845049861,3,0.4686039388637434,0.42942590477922765
P44920,27.658630430508197,16.374175605381797,12.98066587810098,61.382161928153295,Food,7.249859400505453,0,0.4852418340949969,-0.632519249438336
P31726,4.089577078550903,20.068786975014774,31.44285470221864,3.946442182273224,Furniture,89.5298837708947,1,-3.0975965640816967,0.917450404144438
P27118,45.73986763290033,17.63928068609675,33.610328677470925,125.02701493802844,Food,44.37353625586046,0,2.0114155540346057,-1.5444904596051992
P32652,20.621749600848773,18.06993876305166,18.907043753873214,46.140216609438326,Toys,65.97173226399262,1,-0.7243685558051283,0.6834425138732834
P23156,29.75645407739017,22.939853323794438,8.333415415828071,72.60258390507292,Clothing,95.9689219114014,1,0.8794065702325731,1.9626002964996851
P27718,38.496020970210246,25.370720611603726,28.04221132991537,57.9280481493691,Electronics,10.00123803565569,0,1.0928458799230296,-1.1987564922996095
P49520,34.40474737960399,31.450934254649468,20.537096451908656,65.71881536230204,Furniture,48.22764594865787,0,1.3783574308962026,0.22592777110666573
P44112,26.346784486878917,24.06614911739672,32.5569747798807,63.5288790432943,Electronics,4.961273666193177,0,0.18948634696350586,-1.8264785677150395
P68946,34.73592430635182,28.239686540649288,38.45444404707912,75.13292664639768,Furniture,49.954542332371545,3,0.735282848620572,-1.0104942922137015
P98068,20.60120213672645,19.76589749052017,17.75530167232695,9.96168179269302,Clothing,25.225941048757107,2,-1.0467513852170338,0.17332458387913388
P06196,23.902170956806177,19.45092763131625,36.55435173868205,50.022665223637865,Electronics,91.10655292738706,1,-1.1374981248860598,0.2499098549878994
P65732,40.73631749859772,28.378541652971585,41.69952983314837,51.01708171047012,Toys,39.849249427308685,3,0.6158663551854817,-1.1088617029557295
P90908,40.78680833431296,18.26386359660504,10.457018913305744,86.71846259438014,Toys,63.38724460520792,0,1.7159589140739777,0.8365797611257191
P85502,46.96456368290038,19.99433124338683,25.35502343416665,51.86994048857369,Electronics,86.0287264814549,3,0.884167408231386,1.033130003874118
P60938,21.646529467402427,15.261152354783572,27.920127439172653,66.67824354937527,Furniture,98.36918584171764,1,-0.9378428926913124,0.6761162666169627
P01452,54.03415585238275,20.068786975014774,22.815711269572464,44.94845232581442,Electronics,50.381937032854594,3,1.5178385811459842,0.4189663150629039
P08145,25.123937759275066,16.19023301164273,30.76488641567296,71.28057543365952,Clothing,45.57577028614559,2,-0.36685800722331474,-0.8897258701685462
P55901,18.753579081621307,37.85040116954106,21.37231609841472,89.75828271311113,Toys,7.573964529645871,0,1.382722587107569,-1.2490238473636401
P86677,29.877532271530853,25.665715386052455,33.223944592470275,76.06317501772313,Furniture,1.2738943337215036,0,0.7525536809785911,-2.061163962064025
P02753,35.839281853259635,18.15679428635386,5.234849610100483,90.53047257461,Furniture,60.880209249849614,0,1.6606711542207038,0.9956718757186922
P55148,38.949243769444415,8.805550601584468,8.265969055059482,61.94144649527787,Clothing,6.546435214764601,0,0.9759715300362921,-0.37200880866242714
P26134,34.4426331148604,24.70842615816576,23.63457009780494,101.93508895301898,Electronics,38.03789370384733,0,1.6315110153209758,-0.7989583443094534
P96702,29.29834288541353,15.219918442466868,26.62956468493974,31.84531293182008,Clothing,0.3606436106461497,2,-0.4962026493064712,-1.2904036515114485
P60452,30.59630369920174,17.349532934533418,25.16215184840002,54.96210980899113,Electronics,61.52274989656708,1,-0.1407767231378456,0.156252920436623
P23804,41.792971840638266,18.654849451321684,13.366371875629635,90.53342269960146,Electronics,42.54151604404962,0,1.8922517915163244,0.07864532224607852
P74550,14.84255885002768,9.178637713251725,24.66783703730228,53.4230447667956,Toys,12.702076978628783,2,-1.3842606523703465,-1.3621639367863425
P28696,11.951178993354809,21.47079635802956,14.435080320319248,12.964640047328118,Food,29.63676068408221,2,-1.3650774919018356,0.39690402751885984
P75268,19.07687235327421,18.585806695073742,12.772833862682733,70.92760911017598,Electronics,56.96606989719245,1,-0.04619190076295942,0.508852198957531
P09599,28.269281757161306,11.282935701260891,11.32980257418939,72.81518358752427,Toys,65.67133680099771,1,0.17464708390778944,0.7782123578632363
P76319,32.78994162223802,27.08185186391193,20.664106260158725,42.14725129336716,Food,46.23358796634468,3,0.5727621265483336,0.37690080367965717
P47891,12.39191188019224,20.746978994213208,19.798713008505604,51.227742461867685,Food,80.39591160909458,1,-1.1287208905245116,0.9005999104187353
P02427,24.965243458838007,26.82218940097776,21.29656169894038,62.75963924990332,Electronics,11.24404117029857,0,0.6157070127439638,-0.9217429746646285
P19187,32.67050265869259,26.7115240037569,21.554645293483283,4.698763640442436,Clothing,8.454572261240777,2,0.008602270103306109,-0.20085329683736952
P15731,39.82690983945514,12.36848464482684,23.56573991068684,86.07729515675683,Electronics,4.424426901780832,0,1.1614134899285182,-1.6176795817346692
P32224,16.795433869157236,27.885839965438905,18.590435222415607,51.29419623119067,Furniture,53.58278394494423,1,-0.22577374896292995,0.43313932294209545
P45908,27.90676322848134,12.72253266414533,30.81405568403096,20.598130944781577,Food,70.62317042344579,2,-1.5033181409712968,0.3751171709838307
P39972,30.79552260725846,-1.6258583439938974,30.429227505142546,83.11800640105722,Food,13.052139942252971,2,-0.6002874490467053,-2.098465645038513
P80351,32.407531794885685,23.73336785572865,35.347048169908724,28.502795347276844,Clothing,63.89456218553925,3,-0.5422224569966049,0.04030001916353635
P49813,15.933389031517777,27.37320089539568,11.732810811621048,62.71668447331958,Electronics,47.69477661895347,1,0.18943847420612359,0.5443039140748193
P38628,31.28104414910789,28.583824382128093,24.66783703730228,95.46334425056745,Clothing,98.73445001511152,1,1.1381248135117012,0.8366184302617963
P66913,21.027456285141685,21.86572905010801,11.0884319197834,14.409907186704366,Clothing,71.74736092664115,1,-0.8365489364338708,1.7868664031697878
P94584,20.60664606181245,29.975133724277757,19.640185583345268,46.72929740109608,Food,65.74733351916258,1,-0.048983515057725184,0.8160662753731857
P95876,29.108799604872114,17.254461796020717,39.29764235239236,28.15484297090553,Furniture,57.04497348723445,2,-1.2458976582466357,-0.517987354307451
P74744,34.43819428146229,32.89822606390916,35.68061158159598,30.037331056116184,Clothing,99.7366181549704,3,-0.06512757905228037,1.1059505944035113
P52455,36.45375949585147,36.59266135799979,9.01589421356438,63.42181811206927,Toys,98.04591708545772,1,1.8994196830726622,2.378279139628028
P49478,23.773004801794063,30.723603568185155,22.407650134701317,44.89225259612284,Electronics,53.81151254945216,1,0.1358798974870905,0.3991195083346925
P83589,47.269638512334055,25.859936822238417,17.39361437416457,109.74111255250712,Toys,45.51833473342617,0,2.8767063843560012,-0.16498852005947737
P14991,42.66911149186623,18.900411882978464,17.07038497004837,5.082270644640666,Electronics,46.21149227017524,3,0.16786676252260832,1.036622044015426
P83303,20.269310591184443,25.450876083543584,35.75932585742931,3.8176333957588895,Food,42.83423903233656,2,-1.6106338358835914,-0.3199920796230621
P38848,27.35343166762044,27.986487185183684,33.77781212630181,75.84309576898414,Food,53.13983069963222,0,0.3990971630684976,-0.7243103753093091
P32282,41.906462747863415,10.65776358985652,34.225982373235965,13.718427481019944,Clothing,27.358426781437075,2,-0.7083502716477297,-0.773069229166659
P27396,45.23029856408026,19.973004340712382,41.989188916061714,62.38996736413392,Electronics,92.67887831144266,3,0.3295080843781769,0.021723586467483087
P81789,22.81555778747564,27.75565760421389,31.110381610533505,33.144737019449025,Toys,49.023008146193526,2,-0.6129589497164395,-0.17649317338731738
P47023,27.742236995134643,24.656781627748927,20.83154774123141,82.22999014310732,Food,84.20078118386091,1,0.6455212904755262,0.7630368431694966
P19344,45.93186626639397,20.17972714249637,42.07990315071379,70.67493371223007,Food,47.530367466762,3,0.8024366708404427,-1.2591839101567692
P44577,46.69021525289393,20.407101614848145,23.35687923058413,66.0924169967403,Electronics,71.8290273910243,3,1.3170247955651169,0.6101368038834365
P62769,34.770408272231215,8.411268682931647,18.65744407950205,34.00728793952501,Electronics,33.688196447658,2,-0.3910526429345544,-0.004156845195405014
P14497,26.89733243406544,14.24677344606064,16.159267776604167,23.766930549802456,Clothing,62.48068577332605,1,-0.8426042247590039,1.047799307001889
P63303,31.940899928983075,9.388222973511336,24.465263368547557,14.626753569114555,Food,49.83714454509194,2,-1.1961795761614586,0.2889205317898858
